order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
47568,9207,40,6,21,2
47569,4742,8,6,13,1
47570,757,30,1,22,2
47571,7305,31,3,13,3
47572,2621,6,5,18,14
47573,2430,24,0,8,7
47574,9424,1,5,13,2
47575,7806,38,3,10,1
47576,4025,46,1,16,1
47577,35,21,3,9,14
47578,7434,6,1,8,14
47579,21,15,6,10,30
47580,2313,32,0,18,1
47581,457,18,4,15,2
47582,7288,47,3,14,2
47583,7901,32,5,11,14
47584,4479,12,0,11,1
47585,1063,11,4,14,7
47586,7921,34,0,10,2
47587,7128,2,4,6,3
47588,7190,44,4,14,30
47589,9783,22,2,20,2
47590,8095,21,4,10,2
47591,8239,6,5,11,14
47592,4842,6,6,14,7
47593,4635,12,4,7,30
47594,7650,4,5,11,3
47595,5168,7,6,8,14
47596,4775,12,6,21,2
47597,5080,30,6,10,1
47598,7249,9,0,10,30
47599,1654,7,1,14,7
47600,45,48,4,15,1
47601,4371,47,4,19,3
47602,3765,22,1,12,30
47603,3033,27,4,6,7
47604,4328,35,3,20,14
47605,86,38,3,8,7
47606,1614,24,0,11,14
47607,6782,14,5,16,2
47608,7228,40,2,22,30
47609,3292,36,6,22,14
47610,8780,13,3,18,30
47611,8795,37,3,19,30
47612,6782,50,6,20,14
47613,3517,11,4,22,14
47614,1257,32,4,13,7
47615,3036,5,3,16,30
47616,7517,17,3,14,1
47617,5287,2,5,18,2
47618,4956,32,4,12,2
47619,9002,23,1,8,14
47620,638,5,3,8,30
47621,153,40,2,7,3
47622,5910,38,1,7,7
47623,2739,8,2,19,30
47624,139,27,2,18,14
47625,6240,2,0,12,14
47626,726,40,4,13,2
47627,5701,7,2,16,7
47628,2366,40,6,17,30
47629,19,50,3,7,7
47630,9629,22,3,6,2
47631,1962,7,1,16,1
47632,1852,47,3,14,2
47633,7113,9,3,19,3
47634,5522,46,5,19,2
47635,9055,45,0,14,3
47636,101,35,2,21,30
47637,8785,38,4,6,30
47638,6839,24,1,13,3
47639,7136,36,0,11,14
47640,6030,18,2,10,3
47641,2510,43,6,20,1
47642,1956,26,2,7,7
47643,9847,39,3,6,1
47644,7079,15,6,22,30
47645,7544,22,3,9,1
47646,4781,25,6,7,30
47647,9881,43,1,21,14
47648,911,25,4,12,2
47649,6164,41,3,20,7
47650,7994,25,4,8,3
47651,6716,38,3,10,7
47652,6143,25,4,20,14
47653,6606,7,3,13,7
47654,1182,40,5,8,1
47655,7532,44,3,6,7
47656,605,24,5,20,30
47657,5850,19,3,9,2
47658,2371,22,3,22,14
47659,203,46,4,11,30
47660,243,23,0,10,14
47661,9722,20,1,19,14
47662,6232,20,0,19,1
47663,3741,7,4,10,30
47664,2722,34,6,19,2
47665,6027,11,1,17,30
47666,8852,43,3,19,1
47667,8905,8,0,6,3
47668,9367,38,1,11,2
47669,5220,11,0,20,2
47670,8439,43,4,14,30
47671,731,25,6,9,30
47672,1561,31,1,19,2
47673,9177,37,3,21,14
47674,8688,26,2,10,2
47675,5409,10,3,14,3
47676,6559,33,2,6,30
47677,2576,7,3,10,7
47678,7509,36,4,6,2
47679,1083,45,1,7,2
47680,2754,20,0,13,14
47681,2959,15,5,22,1
47682,8736,16,3,16,3
47683,6834,35,6,15,1
47684,4315,21,2,11,3
47685,5091,35,1,20,7
47686,2151,40,5,6,14
47687,6104,48,0,19,2
47688,884,34,2,8,7
47689,2678,39,2,18,2
47690,5239,1,5,7,1
47691,3976,9,1,16,14
47692,7,41,6,14,1
47693,7646,30,4,12,3
47694,9738,21,4,10,14
47695,5401,18,4,9,14
47696,2090,22,5,19,14
47697,4192,44,1,10,14
47698,5624,26,2,12,1
47699,2294,12,6,12,30
47700,7392,31,1,21,30
47701,4210,37,4,12,7
47702,4426,43,6,9,30
47703,3225,36,3,15,7
47704,1241,48,1,17,3
47705,7518,44,3,21,2
47706,3494,2,4,9,14
47707,3591,37,1,21,1
47708,8909,40,1,11,1
47709,8456,16,3,17,1
47710,6945,50,0,9,14
47711,318,23,6,15,7
47712,2208,35,3,17,14
47713,641,6,4,6,3
47714,859,36,3,20,1
47715,4244,22,5,12,3
47716,9663,11,0,7,7
47717,9167,34,4,20,1
47718,9478,21,5,8,7
47719,8244,13,6,6,1
47720,1020,45,1,9,7
47721,7901,18,1,13,30
47722,8480,45,0,15,1
47723,5374,44,5,9,14
47724,6358,30,4,15,1
47725,5212,41,4,11,1
47726,7773,24,1,22,30
47727,4739,1,3,10,14
47728,3902,37,3,16,7
47729,7903,28,6,16,30
47730,4934,4,6,12,14
47731,7671,4,4,8,30
47732,1550,14,0,10,3
47733,4935,11,0,14,3
47734,2667,23,6,18,7
47735,2454,46,5,7,1
47736,1568,12,1,12,2
47737,3753,48,6,17,14
47738,8480,47,2,12,3
47739,2474,42,5,6,3
47740,436,4,0,10,3
47741,9182,1,6,17,30
47742,6225,40,5,13,3
47743,2406,10,2,22,2
47744,8447,7,3,16,2
47745,1835,2,1,9,2
47746,7043,23,3,20,30
47747,8657,34,0,19,7
47748,4352,12,3,22,30
47749,423,12,4,20,14
47750,5934,45,3,6,14
47751,9481,16,6,19,30
47752,6073,8,2,21,1
47753,9541,42,2,15,1
47754,555,6,3,8,7
47755,7,15,0,19,1
47756,1766,49,6,18,30
47757,2092,11,2,19,3
47758,4831,30,5,10,7
47759,1658,10,1,17,7
47760,9004,23,4,9,7
47761,6095,18,0,20,3
47762,7464,9,1,13,14
47763,9421,9,0,9,7
47764,1963,50,6,18,1
47765,491,6,2,15,3
47766,8510,16,0,21,30
47767,8083,12,6,14,1
47768,2549,2,1,17,7
47769,9409,17,6,8,14
47770,8525,26,5,10,7
47771,1177,9,5,8,7
47772,6100,5,0,10,14
47773,2601,28,5,16,7
47774,3095,30,2,12,3
47775,2264,17,3,7,7
47776,1067,47,1,8,7
47777,5745,39,5,15,2
47778,2791,19,3,21,3
47779,7080,6,2,11,30
47780,1674,4,1,7,14
47781,2364,44,3,12,1
47782,3724,38,1,7,2
47783,3502,14,6,11,2
47784,2815,16,4,6,2
47785,6643,37,3,19,1
47786,349,32,3,6,1
47787,2123,31,4,19,14
47788,4134,5,2,18,30
47789,212,17,6,17,7
47790,3530,4,4,17,2
47791,7738,43,6,8,2
47792,6350,24,1,9,3
47793,4101,6,1,20,1
47794,9459,30,1,21,1
47795,148,44,2,13,30
47796,1710,11,4,16,2
47797,3023,27,0,9,3
47798,3991,9,3,21,3
47799,7855,24,4,21,30
47800,3837,20,1,20,1
47801,8184,13,4,6,30
47802,4524,28,4,9,7
47803,369,47,2,17,14
47804,7145,31,3,17,30
47805,1471,32,2,22,7
47806,2598,35,5,22,7
47807,1303,37,2,12,14
47808,1895,19,6,21,3
47809,2525,47,1,18,1
47810,1089,7,2,20,1
47811,5706,3,3,18,1
47812,1327,40,1,20,2
47813,7485,30,2,10,3
47814,4270,31,1,19,1
47815,7583,45,4,9,1
47816,9476,48,3,14,3
47817,3357,40,0,14,30
47818,6217,9,0,16,7
47819,1103,34,0,22,3
47820,1068,22,4,19,30
47821,745,27,6,8,30
47822,3075,27,2,20,1
47823,2491,33,5,11,14
47824,7545,45,6,12,2
47825,3765,45,4,7,14
47826,6022,43,0,20,1
47827,2863,42,6,8,2
47828,9075,6,2,22,1
47829,5956,48,4,7,3
47830,6869,27,2,12,2
47831,2561,32,0,6,3
47832,4792,38,3,6,3
47833,3835,22,0,10,30
47834,2775,13,5,8,14
47835,8269,32,0,6,14
47836,3115,27,1,16,7
47837,5705,44,6,16,30
47838,1013,40,5,22,1
47839,4286,30,2,12,2
47840,9067,35,6,9,14
47841,4358,13,1,13,3
47842,3557,1,6,16,30
47843,2326,42,6,7,30
47844,6958,27,4,11,7
47845,9918,22,4,14,30
47846,3989,47,0,12,14
47847,2355,43,6,20,30
47848,6694,48,5,10,7
47849,2395,24,1,17,30
47850,5543,23,6,10,14
47851,4522,35,1,11,2
47852,42,9,3,21,1
47853,1849,27,3,14,1
47854,4192,7,6,17,14
47855,7431,24,0,17,14
47856,2867,16,6,6,7
47857,9839,23,5,18,14
47858,6894,7,5,16,7
47859,8397,40,4,15,3
47860,3335,22,3,17,7
47861,3660,29,1,13,14
47862,7080,20,6,9,14
47863,655,37,1,19,14
47864,2363,6,0,6,3
47865,9585,31,6,9,14
47866,8076,27,2,20,3
47867,5372,41,2,17,30
47868,5453,37,4,21,14
47869,4840,9,5,7,3
47870,7594,25,5,21,7
47871,285,42,0,8,7
47872,9533,38,6,16,14
47873,512,33,3,12,1
47874,4125,13,4,16,3
47875,3079,37,3,19,30
47876,4638,27,5,18,14
47877,8407,19,0,18,7
47878,5120,16,4,17,3
47879,3332,47,5,8,3
47880,2309,14,5,11,7
47881,1838,46,6,14,30
47882,8011,4,4,22,14
47883,5120,39,3,19,14
47884,5737,22,2,9,14
47885,566,47,2,15,1
47886,7640,37,3,21,2
47887,8993,1,1,17,7
47888,1279,21,1,17,3
47889,9494,50,4,17,2
47890,7192,30,3,19,2
47891,5085,27,2,18,14
47892,3505,46,0,12,14
47893,9184,34,1,14,2
47894,5614,29,0,6,1
47895,6518,4,2,12,30
47896,6906,7,3,14,3
47897,377,33,1,17,1
47898,8143,12,4,9,14
47899,1105,33,0,22,14
47900,6747,46,5,17,7
47901,9806,24,6,10,2
47902,5675,38,5,15,14
47903,5243,1,5,19,7
47904,2848,34,1,7,1
47905,8215,17,2,21,30
47906,2704,40,1,13,3
47907,4866,50,6,16,3
47908,6663,22,1,18,30
47909,3349,49,3,22,2
47910,9111,48,3,18,14
47911,377,27,4,8,3
47912,6435,15,6,17,7
47913,9443,15,3,21,1
47914,9389,23,5,16,7
47915,9863,12,6,14,14
47916,7621,27,2,18,14
47917,6486,49,4,22,30
47918,1357,50,0,7,30
47919,1767,40,6,11,2
47920,5506,9,4,10,30
47921,9558,47,3,18,2
47922,5427,45,4,21,14
47923,3842,29,6,19,2
47924,3245,37,4,8,14
47925,544,21,6,19,30
47926,6048,1,1,17,14
47927,8968,12,6,21,14
47928,1621,1,5,9,2
47929,4313,27,1,22,14
47930,8724,24,1,19,3
47931,7829,24,4,15,1
47932,889,49,3,7,7
47933,393,34,2,7,1
47934,9814,39,2,12,2
47935,3458,35,0,10,3
47936,7669,50,2,9,14
47937,2364,46,3,13,3
47938,7355,10,2,9,7
47939,9541,24,6,6,1
47940,318,27,4,9,2
47941,6538,7,6,9,2
47942,8897,14,4,14,30
47943,3772,35,1,8,14
47944,9234,43,0,12,14
47945,4245,15,2,19,1
47946,4654,44,4,22,2
47947,6886,32,5,19,30
47948,4007,37,6,6,30
47949,4643,9,2,9,1
47950,2128,39,1,6,1
47951,4614,47,0,9,14
47952,2750,33,1,14,3
47953,8436,33,2,10,14
47954,8201,38,5,19,30
47955,3655,32,2,10,1
47956,9516,21,6,10,14
47957,5440,5,1,9,2
47958,2371,43,5,15,2
47959,2604,11,3,17,1
47960,5748,29,1,11,1
47961,3534,46,4,16,30
47962,7566,8,6,10,3
47963,8585,27,3,10,7
47964,1252,46,3,21,2
47965,2967,41,2,11,7
47966,9359,43,6,14,2
47967,7572,43,5,11,2
47968,3008,48,6,21,2
47969,7814,12,1,11,3
47970,7207,7,1,18,30
47971,8385,35,4,11,2
47972,8519,44,2,21,1
47973,4121,6,4,18,7
47974,4198,19,3,21,30
47975,8855,36,5,17,2
47976,4838,42,2,16,7
47977,4026,40,6,8,3
47978,4258,42,2,7,1
47979,4774,16,2,6,30
47980,9078,11,1,18,3
47981,3954,36,6,8,2
47982,2295,28,2,11,14
47983,6318,45,6,7,14
47984,3468,23,4,16,3
47985,1033,35,6,13,2
47986,1472,35,4,14,14
47987,5114,17,4,17,3
47988,5691,39,3,7,3
47989,6806,43,3,14,3
47990,4072,4,6,9,30
47991,7740,48,3,17,30
47992,1149,7,5,18,7
47993,8233,48,1,9,1
47994,6481,18,6,20,2
47995,3757,44,5,22,14
47996,7409,23,6,13,14
47997,7262,28,2,13,2
47998,6664,41,6,14,14
47999,3797,42,1,15,2
48000,3448,36,3,16,3
48001,8277,38,1,19,1
48002,7833,19,6,8,30
48003,4458,50,6,15,1
48004,5371,44,5,7,30
48005,2640,50,2,13,7
48006,9223,21,4,8,2
48007,7688,35,4,13,14
48008,931,50,3,13,14
48009,1822,2,1,10,3
48010,5903,17,4,7,3
48011,5828,11,1,15,7
48012,3810,13,4,22,30
48013,9786,41,1,13,14
48014,5532,28,4,6,1
48015,9313,17,1,13,2
48016,9874,45,0,8,14
48017,1925,24,2,20,3
48018,2441,45,1,10,7
48019,7014,34,6,21,1
48020,3443,49,5,11,7
48021,1208,37,1,13,3
48022,9359,14,5,15,30
48023,5583,49,6,20,3
48024,8254,6,5,15,2
48025,8355,41,3,17,1
48026,4648,44,1,16,3
48027,7403,22,1,7,3
48028,9276,20,3,12,14
48029,239,23,0,6,1
48030,3787,44,6,20,3
48031,8630,32,1,21,1
48032,8721,22,6,8,2
48033,8297,39,3,16,3
48034,7261,50,2,13,1
48035,9431,23,4,19,14
48036,6633,20,2,18,30
48037,8343,37,0,12,7
48038,1794,43,2,12,14
48039,6957,46,4,21,7
48040,8823,39,0,19,1
48041,8108,43,2,18,30
48042,207,34,2,17,2
48043,2823,17,1,20,14
48044,9026,15,0,16,7
48045,1501,21,2,18,30
48046,6708,1,5,9,7
48047,4322,45,6,19,7
48048,8996,38,4,20,30
48049,6834,34,5,12,2
48050,6250,29,2,14,2
48051,3148,2,1,7,7
48052,4612,20,6,12,3
48053,1847,42,6,20,7
48054,8135,50,4,13,2
48055,6419,44,3,16,14
48056,3720,13,1,18,3
48057,6095,8,6,10,14
48058,2066,23,2,21,7
48059,4381,48,5,13,14
48060,4746,11,1,15,30
48061,8186,23,1,10,1
48062,6401,36,5,17,3
48063,9435,28,4,9,1
48064,2405,17,0,20,3
48065,256,8,3,22,2
48066,6478,1,3,18,3
48067,7536,29,0,7,2
48068,6141,3,1,20,1
48069,6159,13,3,19,14
48070,179,33,4,8,2
48071,7613,23,2,21,2
48072,7940,23,4,20,7
48073,5523,34,6,8,7
48074,4184,26,6,10,3
48075,6238,5,4,16,7
48076,4941,8,2,11,30
48077,28,17,2,17,2
48078,8246,25,4,14,1
48079,8513,23,3,13,30
48080,3631,28,3,17,2
48081,6904,34,6,12,7
48082,6774,8,4,13,3
48083,5922,43,5,19,7
48084,332,19,5,20,14
48085,1718,13,6,8,2
48086,317,26,6,8,14
48087,6245,39,2,22,1
48088,3552,6,4,14,3
48089,6099,13,1,19,3
48090,2918,49,1,14,1
48091,7793,23,1,9,3
48092,9555,36,1,7,14
48093,8340,43,2,21,30
48094,7464,17,1,10,7
48095,9925,1,1,9,14
48096,7575,43,6,8,30
48097,2629,13,2,6,3
48098,4574,28,0,18,2
48099,8049,14,3,17,3
48100,1210,48,3,9,14
48101,170,14,6,6,14
48102,9760,7,1,20,30
48103,4397,37,1,12,7
48104,3436,41,1,6,3
48105,1878,43,0,16,7
48106,4053,18,4,15,30
48107,3036,41,0,11,7
48108,3249,9,2,12,30
48109,3874,38,3,11,30
48110,8715,20,1,13,1
48111,3553,21,3,15,2
48112,5606,38,0,7,2
48113,2707,36,1,20,2
48114,2533,25,3,12,1
48115,822,43,4,22,7
48116,3509,2,6,14,14
48117,195,44,2,12,1
48118,466,30,1,8,14
48119,3026,8,1,8,14
48120,8146,25,4,16,1
48121,2538,30,5,9,3
48122,100,30,1,14,30
48123,8308,13,3,11,1
48124,5715,31,1,18,3
48125,6276,32,5,7,14
48126,9464,36,5,10,30
48127,2691,41,1,7,7
48128,1435,29,6,7,7
48129,1903,48,4,16,3
48130,3024,34,6,8,1
48131,7058,19,5,10,3
48132,6814,26,1,9,7
48133,6063,5,1,6,14
48134,2594,20,1,7,14
48135,6519,14,4,7,2
48136,4940,43,4,7,3
48137,4394,29,5,19,1
48138,7140,3,3,16,1
48139,7225,20,4,8,2
48140,2927,25,6,20,2
48141,6863,41,4,21,2
48142,6005,5,5,11,7
48143,1827,29,1,18,30
48144,6553,50,3,10,3
48145,1026,41,1,6,3
48146,786,41,3,10,30
48147,1801,2,2,19,2
48148,5187,6,1,6,14
48149,7237,36,3,19,7
48150,8553,1,5,12,2
48151,6602,31,2,7,1
48152,3398,27,6,12,2
48153,1227,45,2,7,3
48154,2641,37,6,18,3
48155,5051,46,0,20,1
48156,3650,46,0,13,14
48157,5912,19,0,18,1
48158,5638,1,2,6,2
48159,3204,31,6,11,7
48160,9993,18,3,19,2
48161,7236,7,6,20,7
48162,7294,49,5,6,14
48163,9609,32,5,22,14
48164,7851,35,3,10,3
48165,8528,32,5,13,14
48166,7856,1,4,7,3
48167,5939,33,1,8,7
48168,1962,12,2,10,3
48169,6948,45,4,17,30
48170,844,24,2,18,1
48171,9833,4,0,13,30
48172,4141,15,5,14,3
48173,1125,32,2,13,3
48174,6563,24,6,16,14
48175,4712,23,0,12,30
48176,765,25,0,19,30
48177,9893,49,5,18,14
48178,5576,26,6,20,30
48179,7404,21,3,6,7
48180,4630,6,0,14,2
48181,9285,22,4,21,2
48182,1605,45,1,21,14
48183,9462,39,6,21,7
48184,6507,37,3,10,30
48185,531,11,3,9,3
48186,2791,37,5,11,3
48187,1253,30,3,9,14
48188,3942,31,1,15,1
48189,5629,33,6,17,7
48190,8850,45,6,15,30
48191,5234,12,5,6,2
48192,6387,27,2,22,30
48193,9361,14,3,10,1
48194,5793,1,0,7,30
48195,2487,45,2,7,1
48196,2844,50,3,12,2
48197,7790,49,6,15,7
48198,9923,8,3,12,1
48199,3239,8,4,12,3
48200,7701,40,4,6,3
48201,5285,29,4,6,30
48202,2690,26,5,11,2
48203,3333,26,3,8,30
48204,1199,49,6,13,3
48205,6955,20,3,11,2
48206,7264,44,4,15,2
48207,9573,43,0,8,7
48208,7051,49,4,17,1
48209,5262,7,3,22,7
48210,9383,32,3,12,14
48211,7871,42,1,10,30
48212,1343,49,0,20,2
48213,1655,18,2,14,30
48214,4754,22,0,16,2
48215,7137,29,4,21,7
48216,5982,32,5,9,1
48217,9181,49,4,17,1
48218,1078,20,0,16,30
48219,122,31,5,13,1
48220,3196,43,1,21,30
48221,2215,41,1,13,1
48222,2992,8,2,17,2
48223,9026,43,4,13,2
48224,9871,36,3,16,1
48225,2070,8,2,20,7
48226,5396,9,0,7,30
48227,1963,14,1,15,7
48228,4024,46,2,7,2
48229,8600,33,5,16,7
48230,6443,15,3,16,1
48231,6421,30,1,13,14
48232,2370,30,5,16,3
48233,2320,40,3,12,3
48234,3240,31,3,22,2
48235,7957,5,1,20,30
48236,5556,19,3,7,1
48237,1893,48,2,7,14
48238,6408,42,1,19,1
48239,3839,11,1,19,1
48240,7510,37,1,20,2
48241,1490,10,4,21,2
48242,4010,48,4,18,3
48243,1822,36,6,12,7
48244,1273,33,1,8,1
48245,8889,24,5,9,7
48246,4837,15,2,9,1
48247,4215,29,3,7,1
48248,1770,39,2,20,30
48249,2842,27,4,8,7
48250,7942,20,3,11,1
48251,2365,36,4,13,1
48252,5364,14,6,16,30
48253,1118,37,5,8,1
48254,7448,49,3,16,2
48255,813,36,1,21,30
48256,38,37,1,6,1
48257,2461,24,1,12,3
48258,4339,49,3,16,30
48259,5484,43,0,7,3
48260,3720,36,1,22,7
48261,7232,29,2,12,14
48262,9047,15,1,18,1
48263,2355,39,4,17,14
48264,4043,5,1,10,7
48265,9990,46,1,8,2
48266,175,33,0,18,30
48267,9905,39,0,22,3
48268,6741,45,4,6,2
48269,672,45,5,17,1
48270,694,1,2,18,14
48271,8740,47,2,9,3
48272,5977,34,3,12,3
48273,1123,40,0,15,7
48274,3298,8,6,15,7
48275,3987,24,4,20,2
48276,2597,46,6,11,3
48277,4369,23,1,8,3
48278,3024,36,2,17,14
48279,8976,13,3,7,3
48280,9402,37,3,11,1
48281,9132,46,6,7,1
48282,1529,18,1,21,7
48283,94,10,3,11,1
48284,9523,4,6,9,3
48285,9954,7,0,16,14
48286,6661,36,4,16,1
48287,5050,22,6,20,14
48288,2222,43,0,14,30
48289,2743,43,4,12,1
48290,1097,12,5,17,30
48291,8192,24,1,16,2
48292,5004,47,0,6,2
48293,2104,37,6,14,1
48294,2743,8,1,11,2
48295,4730,20,2,11,14
48296,4300,43,3,16,14
48297,3663,18,5,11,30
48298,8208,25,4,22,3
48299,126,50,3,7,2
48300,5998,23,1,17,14
48301,5675,38,6,14,3
48302,4175,18,3,16,2
48303,8981,46,4,8,7
48304,5499,11,1,10,7
48305,6408,39,4,16,30
48306,2353,14,2,11,3
48307,9704,48,6,6,14
48308,6884,22,6,17,3
48309,4221,45,4,11,3
48310,4838,38,3,19,30
48311,8273,15,0,18,2
48312,7016,5,1,6,30
48313,9837,49,2,11,30
48314,175,5,0,17,3
48315,8868,50,0,12,14
48316,8540,42,0,21,7
48317,9583,19,1,10,2
48318,1559,34,1,21,7
48319,1439,16,6,14,30
48320,2926,21,6,14,7
48321,6987,45,0,21,2
48322,4820,32,6,6,2
48323,5372,19,4,19,14
48324,4704,24,4,11,3
48325,6713,35,0,16,14
48326,6378,18,6,9,1
48327,358,14,4,7,14
48328,3398,22,0,13,2
48329,9281,39,1,19,7
48330,293,30,5,21,2
48331,5444,12,4,19,30
48332,9183,49,6,17,2
48333,2577,12,2,9,2
48334,6279,30,1,20,1
48335,820,3,5,13,3
48336,4226,40,0,19,7
48337,3621,32,2,18,30
48338,7930,27,5,18,1
48339,6713,28,2,9,3
48340,4689,18,1,9,14
48341,1925,25,2,11,14
48342,5752,15,5,16,30
48343,5615,45,4,17,14
48344,4635,48,2,6,2
48345,4357,27,2,21,1
48346,3645,15,3,17,2
48347,3208,30,2,14,2
48348,2657,11,2,22,2
48349,9877,45,4,10,14
48350,1251,14,2,21,14
48351,228,45,2,6,3
48352,3899,28,5,9,2
48353,2874,8,1,19,1
48354,9452,11,3,16,7
48355,5140,14,2,19,30
48356,6568,47,0,12,14
48357,6557,22,3,20,30
48358,3461,25,4,17,7
48359,2515,10,2,18,1
48360,4285,36,5,12,3
48361,5505,39,1,8,14
48362,6063,24,1,10,7
48363,3170,6,4,22,3
48364,6414,33,6,15,7
48365,665,22,4,6,2
48366,5338,20,0,16,2
48367,1184,11,5,7,30
48368,6740,35,4,9,14
48369,2633,35,4,12,30
48370,3066,1,3,16,7
48371,1890,42,2,18,2
48372,960,26,5,19,7
48373,8350,14,0,13,3
48374,2008,49,6,21,14
48375,722,2,0,12,7
48376,7701,46,6,6,1
48377,7519,5,5,14,3
48378,1255,39,6,11,3
48379,2346,15,0,20,30
48380,4541,21,2,8,7
48381,105,29,4,14,3
48382,1662,21,4,9,2
48383,5419,38,3,21,3
48384,1092,36,6,7,3
48385,8730,14,3,19,30
48386,5740,33,0,20,3
48387,6961,23,5,20,14
48388,9257,8,2,7,2
48389,1572,20,4,19,3
48390,3016,38,2,7,1
48391,7007,47,5,11,7
48392,3447,38,6,21,1
48393,1430,47,6,18,3
48394,242,1,4,15,3
48395,7087,42,2,15,3
48396,9555,4,2,10,7
48397,2068,14,0,19,7
48398,7832,22,3,16,3
48399,7339,12,1,10,30
48400,6888,25,2,15,30
48401,5136,48,5,7,14
48402,7451,7,1,16,1
48403,301,7,0,8,30
48404,2829,39,2,12,30
48405,5378,6,0,7,7
48406,5708,19,1,6,3
48407,2401,47,4,10,3
48408,3159,23,2,7,3
48409,7995,10,0,6,3
48410,1021,44,5,19,1
48411,1550,8,1,22,3
48412,7966,36,2,16,30
48413,6903,7,6,17,3
48414,878,3,1,12,1
48415,7010,8,5,8,1
48416,3081,13,6,18,2
48417,3535,31,4,10,2
48418,7792,13,2,17,30
48419,9513,26,0,22,3
48420,5337,48,0,19,1
48421,3104,48,6,12,1
48422,2837,2,6,21,7
48423,6314,3,6,6,30
48424,2118,15,0,18,30
48425,9327,49,0,10,1
48426,2718,2,2,22,3
48427,8127,17,4,16,7
48428,6415,38,4,16,2
48429,7442,11,0,20,3
48430,8382,5,6,19,30
48431,3380,6,5,20,7
48432,1570,3,6,22,7
48433,3926,23,0,10,2
48434,1488,32,0,12,3
48435,8760,4,0,17,7
48436,3824,47,2,6,7
48437,3505,29,4,20,3
48438,2623,17,3,22,2
48439,5520,31,3,21,7
48440,6736,35,4,10,7
48441,914,48,5,6,2
48442,5230,21,5,11,3
48443,8240,23,0,11,7
48444,8936,48,3,18,30
48445,5202,31,2,6,1
48446,5398,1,0,19,7
48447,6696,11,4,19,1
48448,542,1,4,10,30
48449,4863,7,1,11,14
48450,9399,41,2,14,30
48451,8376,13,2,7,1
48452,7722,20,1,16,7
48453,8181,6,5,21,30
48454,6610,30,1,6,3
48455,4735,49,1,18,30
48456,4690,6,5,12,14
48457,9449,34,6,14,7
48458,4097,35,6,11,7
48459,7152,20,5,9,30
48460,4815,38,5,12,7
48461,3781,30,6,17,14
48462,8475,33,6,8,2
48463,3601,24,2,12,1
48464,6975,31,1,8,30
48465,9402,16,6,10,3
48466,6266,40,2,19,14
48467,441,16,5,20,3
48468,3808,27,1,14,3
48469,474,36,3,12,1
48470,7290,22,5,18,30
48471,1858,15,4,7,30
48472,2780,46,2,6,1
48473,5037,1,0,22,30
48474,4343,28,0,22,3
48475,9739,33,1,6,7
48476,8749,36,6,9,2
48477,5244,15,6,8,30
48478,7034,31,1,7,7
48479,4343,6,2,15,14
48480,5055,4,3,20,3
48481,3339,20,0,15,7
48482,7758,4,6,8,30
48483,6295,10,2,21,7
48484,4220,7,5,7,14
48485,8187,27,0,10,30
48486,6416,6,4,6,30
48487,1895,31,1,19,14
48488,5460,36,5,21,2
48489,9945,27,2,9,14
48490,3802,13,1,19,7
48491,2656,11,2,17,30
48492,3519,9,6,14,30
48493,5682,8,1,11,1
48494,5077,10,1,18,30
48495,9673,2,2,13,2
48496,9746,24,4,15,3
48497,646,35,0,19,14
48498,9742,34,2,9,14
48499,1699,50,5,9,3
48500,7938,11,4,6,1
48501,3571,1,3,13,14
48502,3427,5,5,20,2
48503,4786,27,1,13,1
48504,4575,7,1,18,7
48505,391,50,0,20,1
48506,1282,37,0,11,30
48507,507,38,5,7,3
48508,1723,1,6,12,30
48509,958,32,1,22,30
48510,5859,17,1,9,3
48511,9927,18,2,11,3
48512,6438,4,0,9,3
48513,763,49,2,19,3
48514,5597,13,2,14,3
48515,5950,5,6,9,7
48516,6263,22,1,15,1
48517,6622,26,0,20,1
48518,9952,4,4,8,30
48519,2890,23,6,13,14
48520,7778,5,0,7,14
48521,1343,9,2,12,1
48522,5515,13,2,9,7
48523,7216,9,1,8,14
48524,9829,4,3,17,2
48525,6619,26,0,7,2
48526,7754,14,6,15,1
48527,8742,2,4,19,1
48528,2006,31,0,22,30
48529,6872,50,0,13,3
48530,2184,26,2,9,3
48531,8951,2,5,16,7
48532,324,41,6,11,1
48533,7365,46,1,11,2
48534,8303,44,4,14,1
48535,1824,37,4,17,2
48536,3622,2,0,22,14
48537,1139,40,0,18,14
48538,1721,28,5,22,14
48539,724,23,6,13,3
48540,6632,7,5,19,14
48541,2413,39,6,22,2
48542,767,40,4,17,7
48543,9486,22,4,17,1
48544,4018,36,6,11,2
48545,4271,1,3,22,7
48546,7187,34,3,21,30
48547,1959,4,4,20,30
48548,8129,41,1,11,3
48549,9187,35,3,11,2
48550,6398,31,2,7,1
48551,1852,33,6,22,3
48552,6911,5,2,22,2
48553,3872,43,5,16,2
48554,3224,43,6,14,3
48555,9415,11,2,6,1
48556,7982,32,0,18,14
48557,9669,47,6,20,14
48558,4878,1,3,20,3
48559,9133,43,5,8,2
48560,6362,6,5,17,3
48561,818,28,0,14,30
48562,3917,17,1,21,30
48563,7488,50,4,18,2
48564,2071,11,4,7,2
48565,8829,41,1,21,2
48566,4807,27,6,18,7
48567,6843,12,3,17,14
48568,3676,13,5,10,14
48569,7862,31,1,8,1
48570,2521,35,5,6,3
48571,2526,25,4,22,7
